,League,Season,Team,Sequence,seq_len
488,Premier_League,2001,Newcastle,"[1, 1, 3, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 0, 0, 3, 1, 3, 3, 3, 3, 0, 0, 1, 3, 1, 1, 3, 3, 1, 3, 0]",38
489,Premier_League,2001,Southampton,"[0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0, 3, 0, 3, 3, 0, 3, 0, 3, 3, 0, 1, 3, 1, 0, 1, 3, 1, 1, 1, 1, 0, 3, 1, 0, 0, 3]",38
490,Premier_League,2001,Sunderland,"[3, 0, 1, 3, 1, 0, 1, 3, 0, 0, 1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 1, 0, 1, 0, 0, 3, 0, 0, 3, 0, 1, 0, 3, 0, 0, 0, 1, 1]",38
491,Premier_League,2001,Tottenham,"[1, 1, 0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 1, 3, 3, 0, 3, 0, 0, 1, 3, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 1, 3, 0, 1, 1, 3, 0]",38
492,Premier_League,2001,West Ham,"[0, 1, 1, 0, 3, 0, 0, 3, 3, 3, 0, 1, 0, 0, 1, 3, 1, 1, 3, 1, 0, 3, 0, 0, 3, 0, 3, 0, 3, 0, 3, 3, 3, 1, 3, 0, 0, 3]",38
493,Premier_League,2002,Arsenal,"[3, 1, 3, 1, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 1, 3, 3, 1, 3, 3, 3, 1, 3, 1, 3, 3, 0, 3, 1, 1, 3, 1, 0, 3, 3]",38
494,Premier_League,2002,Aston Villa,"[0, 0, 3, 0, 3, 0, 3, 0, 1, 0, 1, 1, 3, 1, 3, 0, 0, 3, 0, 0, 3, 3, 1, 0, 3, 3, 0, 0, 0, 0, 1, 1, 1, 3, 1, 0, 3, 0]",38
495,Premier_League,2002,Birmingham,"[0, 0, 1, 3, 1, 3, 0, 0, 3, 1, 0, 3, 0, 1, 3, 1, 0, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 3, 0, 3, 3, 3, 3, 0, 1]",38
496,Premier_League,2002,Blackburn,"[1, 3, 1, 0, 0, 1, 3, 3, 0, 3, 3, 1, 1, 0, 0, 3, 1, 0, 3, 1, 1, 3, 1, 1, 0, 0, 3, 3, 3, 3, 0, 3, 3, 0, 1, 3, 1, 3]",38
497,Premier_League,2002,Bolton,"[0, 0, 3, 3, 0, 0, 1, 0, 0, 1, 0, 1, 3, 1, 0, 1, 0, 1, 3, 1, 0, 1, 1, 0, 0, 3, 1, 1, 0, 3, 3, 3, 0, 3, 1, 1, 1, 3]",38
498,Premier_League,2002,Charlton,"[0, 3, 0, 3, 0, 0, 1, 0, 0, 3, 0, 1, 0, 3, 3, 3, 3, 1, 1, 1, 3, 0, 1, 3, 3, 3, 3, 3, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]",38
499,Premier_League,2002,Chelsea,"[3, 1, 1, 1, 3, 3, 1, 0, 0, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 1, 0, 0, 3, 0, 3, 1, 3, 0, 0, 3, 3, 3, 3, 0, 3, 1, 0, 3]",38
500,Premier_League,2002,Everton,"[1, 3, 1, 0, 0, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 1, 1, 1, 1, 0, 3, 3, 3, 0, 3, 1, 1, 0, 3, 3, 0, 0, 3, 0, 0]",38
501,Premier_League,2002,Fulham,"[3, 1, 0, 3, 3, 1, 0, 3, 1, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 1, 0, 1, 3, 0, 0, 3, 3, 1, 3, 1, 0, 0, 0, 3, 0, 1, 3, 3]",38
502,Premier_League,2002,Leeds,"[3, 3, 0, 0, 3, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 3, 1, 3, 3, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 0, 3, 3]",38
503,Premier_League,2002,Liverpool,"[3, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 1, 3, 1, 0, 3, 3, 3, 0, 3, 3, 3, 3, 0, 0]",38
504,Premier_League,2002,Man City,"[0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 3, 3, 3, 0, 0, 3, 3, 1, 0, 3, 3, 1, 3, 0, 3, 0, 1, 0, 0, 3, 0, 0, 1, 3, 3, 0, 3, 0]",38
505,Premier_League,2002,Man United,"[3, 1, 1, 3, 0, 0, 3, 3, 3, 1, 1, 3, 0, 1, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3]",38
506,Premier_League,2002,Middlesbrough,"[1, 1, 3, 0, 3, 0, 3, 3, 3, 0, 1, 0, 3, 0, 3, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 1, 3, 1, 3, 3, 1, 3, 1, 0, 0, 0, 3, 0]",38
507,Premier_League,2002,Newcastle,"[3, 0, 1, 0, 0, 3, 3, 3, 0, 3, 3, 0, 3, 0, 3, 3, 1, 3, 0, 3, 3, 1, 3, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 0, 1, 3, 3, 1]",38
508,Premier_League,2002,Southampton,"[1, 0, 1, 0, 3, 0, 1, 1, 3, 3, 3, 0, 1, 0, 3, 3, 3, 1, 1, 1, 3, 3, 1, 0, 3, 0, 0, 0, 3, 1, 1, 1, 3, 0, 0, 1, 0, 3]",38
509,Premier_League,2002,Sunderland,"[1, 0, 3, 1, 0, 0, 0, 3, 0, 0, 1, 1, 3, 1, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38
510,Premier_League,2002,Tottenham,"[1, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 1, 0, 0, 3, 1, 3, 1, 3, 1, 0, 0, 3, 3, 0, 1, 3, 1, 0, 0, 0, 3, 1, 0, 3, 0, 0, 0]",38
511,Premier_League,2002,West Brom,"[0, 0, 0, 3, 3, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1]",38
512,Premier_League,2002,West Ham,"[0, 1, 0, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 3, 0, 0, 3, 3, 1, 3, 1, 1, 0, 3, 3, 3, 1]",38
513,Premier_League,2003,Arsenal,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1]",33
514,Premier_League,2003,Aston Villa,"[0, 1, 0, 3, 0, 3, 0, 1, 1, 1, 1, 0, 0, 3, 0, 3, 3, 1, 3, 3, 0, 0, 3, 3, 3, 1, 0, 3, 0, 3, 1, 3, 3, 1]",34
515,Premier_League,2003,Birmingham,"[3, 1, 3, 1, 3, 3, 0, 1, 1, 3, 0, 1, 0, 0, 0, 3, 3, 0, 0, 3, 1, 1, 1, 3, 1, 3, 3, 0, 0, 3, 1, 1, 1, 0]",34
516,Premier_League,2003,Blackburn,"[3, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 1, 3, 1, 0, 1, 0, 3, 1, 0, 1, 0, 3, 0, 3, 3, 0]",33
517,Premier_League,2003,Bolton,"[0, 1, 0, 1, 3, 1, 1, 1, 0, 0, 3, 1, 3, 3, 0, 3, 1, 0, 1, 0, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 0, 3, 3, 3]",34
518,Premier_League,2003,Charlton,"[0, 3, 1, 1, 0, 0, 3, 3, 3, 1, 3, 3, 1, 0, 0, 1, 1, 3, 3, 1, 3, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 1, 1]",34
519,Premier_League,2003,Chelsea,"[3, 3, 1, 3, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 1, 0, 3, 0, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 1]",33
520,Premier_League,2003,Everton,"[0, 3, 1, 0, 1, 0, 3, 0, 1, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 1, 0, 0, 1, 0, 0, 1, 3, 3, 1, 1, 0, 0, 0, 0]",34
521,Premier_League,2003,Fulham,"[3, 0, 3, 1, 1, 3, 3, 1, 0, 3, 0, 0, 3, 1, 3, 0, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 1, 3, 0, 1, 1, 3, 1]",33
522,Premier_League,2003,Leeds,"[1, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 1]",33
523,Premier_League,2003,Leicester,"[1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 3, 1, 1, 1, 1, 3]",33
524,Premier_League,2003,Liverpool,"[0, 1, 1, 3, 3, 3, 0, 0, 0, 3, 3, 0, 1, 3, 1, 0, 3, 1, 3, 3, 0, 1, 1, 1, 3, 1, 0, 3, 3, 1, 3, 3, 3]",33
525,Premier_League,2003,Man City,"[3, 1, 3, 0, 3, 1, 1, 0, 3, 0, 3, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 3, 0, 3, 0, 1, 1, 3, 0]",33
526,Premier_League,2003,Man United,"[3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 0, 3, 3, 0, 1, 1, 0, 3, 1, 3, 0, 0, 1]",34
527,Premier_League,2003,Middlesbrough,"[0, 0, 1, 0, 0, 3, 3, 0, 0, 1, 3, 3, 1, 3, 1, 1, 1, 0, 3, 0, 1, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 0, 0, 3]",35
528,Premier_League,2003,Newcastle,"[1, 0, 0, 1, 1, 0, 3, 3, 3, 3, 1, 0, 3, 1, 1, 3, 1, 1, 0, 3, 1, 3, 1, 3, 1, 3, 1, 0, 3, 0, 3, 1, 3, 0]",34
529,Premier_League,2003,Portsmouth,"[3, 1, 3, 1, 1, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 3, 3, 3, 1, 1, 0]",34
530,Premier_League,2003,Southampton,"[1, 1, 1, 3, 3, 3, 0, 0, 1, 3, 0, 1, 0, 0, 3, 3, 3, 0, 0, 1, 0, 3, 0, 1, 0, 1, 1, 3, 0, 3, 0, 0, 1]",33
531,Premier_League,2003,Tottenham,"[0, 3, 1, 0, 0, 0, 1, 3, 3, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 3, 3, 0, 3, 3, 1, 0, 3, 0, 0, 1, 0, 3]",33
532,Premier_League,2003,Wolves,"[0, 0, 0, 1, 0, 0, 1, 3, 1, 3, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 3, 1, 1, 0, 0, 3, 1, 0, 0, 0, 3, 1, 3]",33
533,Premier_League,2004,Arsenal,"[3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 1, 1, 3, 1, 0, 3, 1, 3, 3, 3, 3, 1, 0, 3, 0, 3, 3, 1, 3, 3, 3, 3, 1]",33
534,Premier_League,2004,Aston Villa,"[3, 1, 0, 3, 1, 1, 1, 1, 0, 3, 1, 3, 3, 3, 0, 1, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 3, 0, 3, 0, 3, 1, 3, 1]",34
535,Premier_League,2004,Birmingham,"[1, 0, 3, 0, 0, 1, 1, 1, 1, 1, 0, 3, 0, 1, 1, 0, 3, 3, 3, 3, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 1, 1, 1, 0]",34
536,Premier_League,2004,Blackburn,"[1, 0, 0, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 1, 3, 0, 1, 1, 1, 3, 0, 3, 3, 0, 0, 0, 3, 3, 1, 0, 1, 3, 3]",33
537,Premier_League,2004,Bolton,"[3, 0, 3, 3, 1, 1, 1, 0, 3, 3, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 3, 1, 0, 3, 3, 0, 3, 3, 1]",34
538,Premier_League,2004,Charlton,"[0, 3, 3, 0, 1, 1, 3, 0, 1, 0, 0, 3, 3, 0, 0, 3, 3, 3, 1, 3, 0, 0, 3, 3, 0, 1, 1, 1, 3, 0, 1, 0, 0, 1]",34
539,Premier_League,2004,Chelsea,"[3, 3, 3, 3, 1, 1, 3, 3, 0, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 1]",33
540,Premier_League,2004,Crystal Palace,"[1, 0, 0, 0, 0, 0, 1, 3, 0, 3, 3, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 3, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0]",34
541,Premier_League,2004,Everton,"[0, 3, 3, 1, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 1, 3, 3, 1, 3, 0, 0, 3, 1, 0, 3, 1, 0, 3, 0, 0, 0, 3, 3]",33
542,Premier_League,2004,Fulham,"[1, 3, 0, 0, 0, 1, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 3, 1, 3, 3, 1, 0, 0, 1, 0, 3, 0, 1, 1]",33
543,Premier_League,2004,Liverpool,"[1, 3, 0, 3, 0, 3, 0, 3, 3, 1, 0, 3, 0, 3, 1, 0, 1, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 0, 1, 3, 3, 0, 1, 3]",34
544,Premier_League,2004,Man City,"[1, 0, 0, 3, 0, 3, 0, 1, 3, 0, 1, 1, 1, 3, 3, 0, 0, 3, 0, 1, 3, 1, 3, 0, 1, 1, 0, 3, 0, 0, 1, 3, 1, 3]",34
545,Premier_League,2004,Man United,"[0, 3, 1, 1, 1, 3, 3, 1, 1, 3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 1, 0, 0]",33
546,Premier_League,2004,Middlesbrough,"[1, 0, 3, 3, 3, 0, 0, 1, 3, 1, 3, 1, 3, 3, 0, 3, 1, 3, 0, 3, 0, 0, 1, 1, 0, 3, 1, 1, 0, 0, 3, 0, 1]",33
547,Premier_League,2004,Newcastle,"[1, 0, 1, 0, 3, 3, 3, 1, 1, 3, 0, 0, 0, 3, 1, 0, 1, 0, 1, 0, 3, 1, 3, 0, 1, 1, 3, 3, 1, 0, 0, 0]",32
548,Premier_League,2004,Norwich,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 1, 3]",34
549,Premier_League,2004,Portsmouth,"[1, 0, 3, 3, 0, 0, 1, 3, 1, 3, 0, 0, 0, 3, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 3, 1, 0]",34
550,Premier_League,2004,Southampton,"[0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 1, 1, 1, 3, 3, 0, 0, 0, 1]",34
551,Premier_League,2004,Tottenham,"[1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 3, 1, 0, 0, 0, 3, 3, 0, 0, 3, 1, 3, 1, 1]",34
552,Premier_League,2004,West Brom,"[1, 1, 1, 0, 0, 1, 0, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 0, 1, 3, 0, 3, 3, 1, 1]",33
553,Premier_League,2005,Arsenal,"[3, 0, 3, 0, 3, 1, 3, 0, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 1, 1, 3, 0, 0, 3, 1, 0, 0, 3, 3, 3, 3, 0, 1, 3, 1, 3, 3, 3]",38
554,Premier_League,2005,Aston Villa,"[1, 0, 1, 3, 0, 1, 0, 0, 3, 0, 0, 0, 3, 3, 1, 1, 0, 3, 1, 1, 3, 0, 1, 1, 3, 0, 1, 3, 0, 0, 1, 0, 1, 3, 0, 0, 0, 3]",38
555,Premier_League,2005,Birmingham,"[1, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 1, 0, 0, 3, 0, 1, 0, 0, 1, 3, 1, 0, 3, 1, 1, 0]",38
556,Premier_League,2005,Blackburn,"[0, 3, 1, 0, 1, 0, 3, 3, 0, 3, 0, 3, 1, 0, 0, 3, 0, 3, 3, 3, 1, 3, 3, 0, 0, 3, 3, 0, 3, 3, 3, 1, 1, 0, 0, 3, 3, 3]",38
557,Premier_League,2005,Bolton,"[1, 0, 3, 3, 1, 3, 3, 0, 0, 3, 3, 3, 0, 3, 1, 3, 1, 0, 1, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 0, 0, 0, 0, 1, 3, 0, 1, 3]",38
558,Premier_League,2005,Charlton,"[3, 3, 3, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 1, 0, 3, 0, 1, 1, 1, 3, 0, 3, 1, 1, 0, 3, 0, 0, 0]",38
559,Premier_League,2005,Chelsea,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 0, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 0, 0]",38
560,Premier_League,2005,Everton,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 3, 3, 1, 0, 0, 0, 0, 3, 3, 3, 3, 1, 3, 3, 0, 1, 3, 3, 0, 1, 1, 0, 0, 1, 3, 1]",38
561,Premier_League,2005,Fulham,"[1, 0, 0, 3, 1, 0, 0, 0, 1, 3, 0, 3, 0, 3, 1, 0, 3, 0, 1, 0, 3, 3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 3, 3, 0, 3]",38
562,Premier_League,2005,Liverpool,"[1, 3, 1, 1, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 0, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3]",38
563,Premier_League,2005,Man City,"[1, 3, 3, 3, 1, 0, 0, 3, 3, 0, 3, 0, 1, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]",38
564,Premier_League,2005,Man United,"[3, 3, 3, 1, 1, 0, 3, 3, 1, 0, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 3]",38
565,Premier_League,2005,Middlesbrough,"[1, 0, 3, 0, 3, 1, 0, 3, 1, 0, 3, 0, 3, 1, 0, 0, 1, 0, 1, 1, 0, 0, 3, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 3, 0, 1, 1, 0]",38
566,Premier_League,2005,Newcastle,"[0, 1, 0, 0, 1, 3, 3, 1, 0, 3, 3, 3, 0, 0, 1, 3, 3, 0, 0, 1, 0, 0, 0, 3, 3, 1, 3, 3, 0, 0, 0, 3, 3, 3, 3, 3, 1, 3]",38
567,Premier_League,2005,Portsmouth,"[0, 0, 1, 0, 3, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 1, 3, 0, 3, 3, 0]",38
568,Premier_League,2005,Sunderland,"[0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0]",38
569,Premier_League,2005,Tottenham,"[3, 3, 1, 0, 1, 1, 3, 3, 3, 1, 1, 0, 1, 3, 3, 3, 1, 3, 0, 3, 3, 0, 1, 0, 3, 1, 1, 3, 0, 3, 3, 0, 3, 3, 0, 1, 3, 0]",38
570,Premier_League,2005,West Brom,"[1, 3, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 1, 1, 3, 0, 0, 3, 0, 0, 3, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",38
571,Premier_League,2005,West Ham,"[3, 1, 0, 3, 3, 1, 1, 0, 3, 0, 3, 1, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 3, 3, 3, 3, 1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 3, 3]",38
572,Premier_League,2005,Wigan,"[0, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 3, 1, 1, 0, 1, 0, 3, 3, 0, 1, 1, 0, 3, 0, 0, 0]",38
573,Premier_League,2006,Arsenal,"[1, 0, 1, 3, 3, 3, 3, 3, 1, 0, 3, 1, 0, 0, 3, 1, 3, 1, 3, 3, 0, 3, 3, 3, 1, 3, 3, 3, 0, 0, 0, 1, 3, 3, 1, 3, 1, 1]",38
574,Premier_League,2006,Aston Villa,"[1, 3, 3, 1, 1, 3, 1, 1, 1, 0, 3, 3, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 3, 0, 1, 0, 1, 1, 3, 1, 3, 1, 3, 3, 1]",38
575,Premier_League,2006,Blackburn,"[0, 1, 0, 1, 3, 3, 3, 1, 0, 0, 0, 0, 1, 3, 0, 0, 3, 0, 3, 3, 3, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 0, 3, 1, 3, 3, 1, 1]",38
576,Premier_League,2006,Bolton,"[3, 1, 0, 3, 1, 3, 3, 3, 3, 0, 0, 1, 0, 3, 0, 0, 3, 3, 3, 3, 3, 0, 1, 0, 1, 3, 3, 0, 0, 0, 3, 3, 1, 0, 0, 1, 0, 1]",38
577,Premier_League,2006,Charlton,"[0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3, 0, 0, 3, 1, 0, 0, 3, 1, 3, 3, 1, 1, 0, 1, 0, 0, 1]",38
578,Premier_League,2006,Chelsea,"[3, 0, 3, 3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 1, 3, 1, 3, 3, 3, 1, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1]",38
579,Premier_League,2006,Everton,"[3, 1, 3, 3, 1, 1, 1, 0, 3, 1, 0, 0, 3, 1, 0, 3, 0, 0, 3, 1, 3, 0, 1, 3, 1, 3, 0, 3, 1, 3, 1, 3, 1, 3, 0, 0, 3, 1]",38
580,Premier_League,2006,Fulham,"[0, 1, 3, 3, 1, 0, 1, 3, 1, 0, 3, 1, 0, 0, 3, 0, 0, 3, 1, 1, 1, 1, 1, 1, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 3, 0]",38
581,Premier_League,2006,Liverpool,"[1, 3, 0, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 3, 1, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 0, 1, 3, 3, 1, 3, 3, 0, 0, 1]",38
582,Premier_League,2006,Man City,"[0, 1, 3, 0, 0, 3, 1, 1, 0, 3, 0, 1, 3, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 0, 1, 0, 0, 0]",38
583,Premier_League,2006,Man United,"[3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 1, 0]",38
584,Premier_League,2006,Middlesbrough,"[0, 3, 0, 1, 1, 0, 0, 3, 3, 0, 0, 3, 1, 1, 0, 0, 1, 0, 3, 1, 0, 3, 3, 3, 1, 1, 0, 3, 1, 0, 0, 3, 0, 0, 1, 0, 3, 3]",38
585,Premier_League,2006,Newcastle,"[3, 0, 0, 3, 0, 1, 0, 0, 0, 1, 0, 1, 1, 3, 3, 3, 0, 3, 3, 0, 0, 1, 3, 1, 3, 0, 3, 0, 1, 0, 0, 3, 1, 0, 1, 0, 0, 1]",38
586,Premier_League,2006,Portsmouth,"[3, 1, 3, 3, 3, 0, 0, 3, 0, 3, 0, 1, 3, 0, 1, 1, 3, 1, 3, 3, 0, 1, 1, 0, 1, 0, 3, 0, 0, 1, 1, 3, 0, 3, 1, 3, 0, 1]",38
587,Premier_League,2006,Reading,"[3, 0, 0, 3, 3, 1, 3, 0, 0, 0, 0, 3, 3, 3, 3, 0, 1, 0, 0, 1, 0, 3, 1, 3, 3, 3, 3, 0, 0, 1, 0, 0, 1, 3, 3, 3, 0, 1]",38
588,Premier_League,2006,Sheffield United,"[1, 0, 0, 1, 0, 0, 3, 1, 0, 0, 3, 1, 0, 0, 3, 3, 1, 3, 0, 0, 3, 0, 1, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 0, 1, 3, 0, 0]",38
589,Premier_League,2006,Tottenham,"[0, 3, 0, 0, 1, 0, 3, 1, 3, 1, 3, 0, 1, 3, 0, 3, 3, 3, 0, 3, 0, 1, 0, 1, 0, 0, 3, 3, 3, 3, 3, 0, 1, 1, 3, 3, 1, 3]",38
590,Premier_League,2006,Watford,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 1, 0, 1, 0, 0, 0, 3, 0, 1, 0, 3, 1]",38
591,Premier_League,2006,West Ham,"[3, 1, 0, 1, 0, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 3, 3, 3, 3]",38
592,Premier_League,2006,Wigan,"[0, 3, 0, 1, 1, 0, 0, 3, 3, 3, 3, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 3, 1, 0, 0, 1, 1, 0, 0, 0, 3]",38
593,Premier_League,2007,Arsenal,"[3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 1, 1, 1, 1, 0, 3, 1, 0, 3, 3, 3, 3]",38
594,Premier_League,2007,Aston Villa,"[0, 1, 3, 3, 0, 3, 1, 3, 0, 1, 3, 3, 3, 3, 0, 0, 1, 1, 1, 3, 3, 3, 1, 1, 0, 3, 3, 1, 1, 0, 0, 0, 3, 3, 3, 1, 0, 1]",38
